,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away
115,SP1,05/11/2023,Valencia,Granada,1,0,1,0,11,6,2,1,3,5,0,0,H,0.09090909090909091,-0.009090909090909094,0.09090909090909091,15.0,1.2727272727272727,-1.0,0.0,0.18181818181818182,6.0,1.5454545454545454
116,SP1,05/11/2023,Villarreal,Ath Bilbao,2,3,0,3,17,17,6,7,4,4,0,0,A,-0.2727272727272727,0.12727272727272732,0.2727272727272727,12.0,1.3636363636363635,0.5454545454545454,-0.054545454545454564,0.18181818181818182,18.0,1.6363636363636365
117,SP1,05/11/2023,Real Madrid,Vallecano,0,0,0,0,22,4,5,0,3,5,0,0,D,1.3636363636363635,-0.036363636363636376,0.09090909090909091,28.0,2.090909090909091,-0.09090909090909091,0.009090909090909094,0.18181818181818182,17.0,1.2727272727272727
118,SP1,06/11/2023,Getafe,Cadiz,1,0,0,0,13,6,3,2,7,1,1,0,H,-0.2727272727272727,0.027272727272727282,0.18181818181818182,12.0,1.1818181818181819,-0.5454545454545454,0.054545454545454564,0.36363636363636365,10.0,0.9090909090909091
119,SP1,10/11/2023,Ath Bilbao,Celta,4,3,2,2,21,13,12,5,2,2,0,0,H,0.5833333333333334,0.037878787878787956,0.16666666666666666,21.0,1.75,-0.75,0.06818181818181823,0.25,7.0,0.9166666666666666
120,SP1,11/11/2023,Vallecano,Girona,1,2,1,1,22,19,9,7,1,2,0,0,A,-0.08333333333333333,0.007575757575757583,0.16666666666666666,18.0,1.1666666666666667,1.1666666666666667,0.07575757575757591,0.0,31.0,2.4166666666666665
121,SP1,11/11/2023,Almeria,Sociedad,1,3,0,0,7,18,2,6,2,2,0,0,A,-1.5,0.045454545454545414,0.08333333333333333,3.0,1.1666666666666667,0.4166666666666667,-0.12878787878787873,0.0,19.0,1.6666666666666667
122,SP1,11/11/2023,Granada,Getafe,1,1,1,1,12,10,6,6,4,2,0,0,D,-1.0,0.0,0.16666666666666666,6.0,1.4166666666666667,-0.16666666666666666,0.10606060606060605,0.25,15.0,1.1666666666666667
123,SP1,11/11/2023,Osasuna,Las Palmas,1,1,0,0,11,6,3,1,1,1,0,0,D,-0.5,-0.13636363636363635,0.25,13.0,1.1666666666666667,-0.08333333333333333,0.0984848484848485,0.08333333333333333,17.0,0.8333333333333334
124,SP1,11/11/2023,Real Madrid,Valencia,5,1,2,0,16,10,7,4,1,3,0,0,H,1.25,-0.11363636363636354,0.08333333333333333,29.0,1.9166666666666667,0.16666666666666666,0.07575757575757575,0.08333333333333333,18.0,1.25
125,SP1,12/11/2023,Barcelona,Alaves,2,1,0,1,11,8,6,1,2,1,0,0,H,1.0,0.0,0.08333333333333333,27.0,2.0,-0.5,0.13636363636363635,0.08333333333333333,12.0,0.8333333333333334
126,SP1,12/11/2023,Sevilla,Betis,1,1,0,0,13,14,4,6,1,1,0,0,D,0.09090909090909091,-0.009090909090909094,0.09090909090909091,11.0,1.5454545454545454,0.08333333333333333,0.17424242424242425,0.08333333333333333,20.0,1.3333333333333333
127,SP1,12/11/2023,Ath Madrid,Villarreal,3,1,1,1,25,11,10,7,0,2,0,0,H,1.3636363636363635,-0.23636363636363655,0.09090909090909091,25.0,2.3636363636363638,-0.3333333333333333,-0.06060606060606061,0.25,12.0,1.4166666666666667
128,SP1,24/11/2023,Alaves,Granada,3,1,2,0,8,11,5,4,1,3,0,0,H,-0.5384615384615384,-0.038461538461538436,0.07692307692307693,12.0,0.8461538461538461,-0.9230769230769231,0.07692307692307687,0.15384615384615385,7.0,1.3846153846153846
129,SP1,25/11/2023,Vallecano,Barcelona,1,1,1,0,10,15,4,4,3,4,0,0,D,-0.15384615384615385,-0.07051282051282053,0.15384615384615385,18.0,1.1538461538461537,1.0,0.0,0.07692307692307693,30.0,2.0
130,SP1,25/11/2023,Valencia,Celta,0,0,0,0,8,13,0,1,3,2,0,0,D,-0.15384615384615385,-0.3205128205128205,0.07692307692307693,18.0,1.2307692307692308,-0.7692307692307693,-0.019230769230769273,0.23076923076923078,7.0,1.0769230769230769
131,SP1,25/11/2023,Getafe,Almeria,2,1,2,1,18,13,5,4,2,4,0,0,H,-0.15384615384615385,0.012820512820512803,0.23076923076923078,16.0,1.1538461538461537,-1.5384615384615385,-0.03846153846153855,0.07692307692307693,3.0,1.1538461538461537
132,SP1,25/11/2023,Ath Madrid,Mallorca,1,0,0,0,20,8,3,1,0,0,0,0,H,1.4166666666666667,0.053030303030303205,0.08333333333333333,28.0,2.4166666666666665,-0.5,-0.13636363636363635,0.16666666666666666,9.0,1.0
133,SP1,26/11/2023,Villarreal,Osasuna,3,1,0,0,10,15,3,7,0,0,0,0,H,-0.46153846153846156,-0.12820512820512825,0.23076923076923078,12.0,1.3846153846153846,-0.46153846153846156,0.038461538461538436,0.23076923076923078,14.0,1.1538461538461537
134,SP1,26/11/2023,Sociedad,Sevilla,2,1,2,0,11,8,8,2,2,1,0,2,H,0.5384615384615384,0.12179487179487175,0.0,22.0,1.7692307692307692,0.08333333333333333,-0.007575757575757583,0.08333333333333333,12.0,1.5
135,SP1,26/11/2023,Cadiz,Real Madrid,0,3,0,1,13,14,4,5,3,3,0,0,A,-0.5833333333333334,-0.037878787878787956,0.3333333333333333,10.0,0.8333333333333334,1.4615384615384615,0.21153846153846145,0.07692307692307693,32.0,2.1538461538461537
136,SP1,26/11/2023,Betis,Las Palmas,1,0,1,0,12,15,6,4,1,2,0,0,H,0.07692307692307693,-0.006410256410256401,0.07692307692307693,21.0,1.3076923076923077,-0.07692307692307693,0.006410256410256401,0.07692307692307693,18.0,0.8461538461538461
137,SP1,27/11/2023,Girona,Ath Bilbao,1,1,0,0,12,13,2,6,1,1,0,0,D,1.1538461538461537,-0.012820512820512997,0.0,34.0,2.3846153846153846,0.6153846153846154,0.03205128205128205,0.15384615384615385,24.0,1.9230769230769231
138,SP1,29/11/2023,Mallorca,Cadiz,1,1,1,1,16,6,3,3,2,3,0,0,D,-0.5384615384615384,-0.038461538461538436,0.15384615384615385,9.0,0.9230769230769231,-0.7692307692307693,-0.1858974358974359,0.3076923076923077,10.0,0.7692307692307693
139,SP1,01/12/2023,Las Palmas,Getafe,2,0,1,0,11,12,6,4,0,5,0,1,H,-0.14285714285714285,-0.06593406593406592,0.07142857142857142,18.0,0.7857142857142857,-0.07142857142857142,0.08241758241758243,0.21428571428571427,19.0,1.2142857142857142
140,SP1,02/12/2023,Girona,Valencia,2,1,0,0,9,9,5,3,2,3,0,0,H,1.0714285714285714,-0.08241758241758235,0.0,35.0,2.2857142857142856,-0.14285714285714285,0.010989010989011005,0.07142857142857142,19.0,1.1428571428571428
141,SP1,02/12/2023,Ath Bilbao,Vallecano,4,0,1,0,9,11,4,3,1,2,0,0,H,0.5714285714285714,-0.04395604395604402,0.14285714285714285,25.0,1.8571428571428572,-0.14285714285714285,0.010989010989011005,0.14285714285714285,19.0,1.1428571428571428
142,SP1,02/12/2023,Real Madrid,Granada,2,0,1,0,11,1,4,0,2,1,0,0,H,1.5714285714285714,0.10989010989010994,0.07142857142857142,35.0,2.2142857142857144,-1.0,-0.07692307692307687,0.14285714285714285,7.0,1.3571428571428572
143,SP1,02/12/2023,Osasuna,Sociedad,1,1,1,1,9,17,3,5,3,3,0,0,D,-0.5714285714285714,-0.10989010989010983,0.21428571428571427,14.0,1.1428571428571428,0.5714285714285714,0.03296703296703296,0.0,25.0,1.7857142857142858
144,SP1,03/12/2023,Mallorca,Alaves,0,0,0,0,7,7,3,4,4,2,0,0,D,-0.5,0.038461538461538436,0.14285714285714285,10.0,0.9285714285714286,-0.35714285714285715,0.18131868131868129,0.07142857142857142,15.0,1.0
145,SP1,03/12/2023,Almeria,Betis,0,0,0,0,20,6,8,2,0,3,0,1,D,-1.5,0.03846153846153855,0.07142857142857142,3.0,1.1428571428571428,0.14285714285714285,0.06593406593406592,0.07142857142857142,24.0,1.2857142857142858
146,SP1,03/12/2023,Sevilla,Villarreal,1,1,0,0,18,5,4,4,3,2,0,0,D,0.0,-0.08333333333333333,0.23076923076923078,12.0,1.4615384615384615,-0.2857142857142857,0.17582417582417587,0.21428571428571427,15.0,1.5
147,SP1,03/12/2023,Barcelona,Ath Madrid,1,0,1,0,13,9,2,4,5,4,0,0,H,0.9285714285714286,-0.0714285714285714,0.07142857142857142,31.0,1.9285714285714286,1.3846153846153846,-0.03205128205128216,0.07692307692307693,31.0,2.3076923076923075
148,SP1,04/12/2023,Celta,Cadiz,1,1,0,1,26,2,7,1,1,6,0,1,D,-0.7142857142857143,0.05494505494505497,0.21428571428571427,8.0,1.0,-0.7142857142857143,0.05494505494505497,0.2857142857142857,11.0,0.7857142857142857
149,SP1,08/12/2023,Getafe,Valencia,1,0,0,0,8,3,6,0,2,4,1,2,H,-0.2,-0.1285714285714286,0.26666666666666666,19.0,1.1333333333333333,-0.2,-0.05714285714285716,0.06666666666666667,19.0,1.1333333333333333
150,SP1,09/12/2023,Alaves,Las Palmas,0,1,0,1,19,9,5,2,3,4,0,0,A,-0.3333333333333333,0.023809523809523836,0.06666666666666667,16.0,0.9333333333333333,0.0,0.14285714285714285,0.06666666666666667,21.0,0.8666666666666667
151,SP1,09/12/2023,Betis,Real Madrid,1,1,0,0,14,12,6,2,2,1,0,0,D,0.13333333333333333,-0.009523809523809518,0.13333333333333333,25.0,1.2,1.6,0.028571428571428692,0.06666666666666667,38.0,2.2
152,SP1,09/12/2023,Villarreal,Sociedad,0,3,0,3,20,16,4,5,2,1,0,0,A,-0.26666666666666666,0.019047619047619035,0.2,16.0,1.4666666666666666,0.5333333333333333,-0.03809523809523807,0.0,26.0,1.7333333333333334
153,SP1,09/12/2023,Mallorca,Sevilla,1,0,1,0,6,19,3,5,2,2,0,0,H,-0.4666666666666667,0.033333333333333326,0.13333333333333333,11.0,0.8666666666666667,0.0,0.0,0.21428571428571427,13.0,1.4285714285714286
154,SP1,10/12/2023,Ath Madrid,Almeria,2,1,2,0,13,19,4,5,1,0,0,0,H,1.2142857142857142,-0.1703296703296704,0.07142857142857142,31.0,2.142857142857143,-1.4,0.10000000000000009,0.06666666666666667,4.0,1.0666666666666667
155,SP1,10/12/2023,Cadiz,Osasuna,1,1,1,0,12,13,5,5,1,2,0,0,D,-0.6666666666666666,0.04761904761904767,0.3333333333333333,12.0,0.8,-0.5333333333333333,0.03809523809523807,0.2,15.0,1.1333333333333333
156,SP1,10/12/2023,Barcelona,Girona,2,4,1,2,31,15,11,7,1,2,0,0,A,0.9333333333333333,0.004761904761904745,0.06666666666666667,34.0,1.8666666666666667,1.0666666666666667,-0.004761904761904745,0.0,38.0,2.2666666666666666
157,SP1,11/12/2023,Granada,Ath Bilbao,1,1,0,1,7,19,4,4,0,2,0,0,D,-1.0666666666666667,-0.06666666666666665,0.13333333333333333,7.0,1.2666666666666666,0.8,0.22857142857142865,0.13333333333333333,28.0,2.0
158,SP1,11/12/2023,Vallecano,Celta,0,0,0,0,17,4,4,2,3,0,0,0,D,-0.4,-0.2571428571428572,0.13333333333333333,19.0,1.0666666666666667,-0.6666666666666666,0.04761904761904767,0.2,9.0,1.0
159,SP1,15/12/2023,Osasuna,Vallecano,1,0,0,0,10,9,4,3,2,3,0,0,H,-0.5,0.033333333333333326,0.1875,16.0,1.125,-0.375,0.025000000000000022,0.125,20.0,1.0
160,SP1,16/12/2023,Celta,Granada,1,0,1,0,11,7,4,2,6,2,1,0,H,-0.625,0.04166666666666663,0.1875,10.0,0.9375,-1.0,0.06666666666666665,0.125,8.0,1.25
161,SP1,16/12/2023,Ath Bilbao,Ath Madrid,2,0,0,0,16,7,7,3,0,1,0,0,H,0.75,-0.050000000000000044,0.125,29.0,1.9375,1.2,-0.014285714285714235,0.06666666666666667,34.0,2.1333333333333333
162,SP1,16/12/2023,Sevilla,Getafe,0,3,0,2,12,14,4,7,3,3,0,0,A,-0.06666666666666667,-0.06666666666666667,0.2,13.0,1.3333333333333333,-0.125,0.07500000000000001,0.3125,22.0,1.125
163,SP1,16/12/2023,Valencia,Barcelona,1,1,0,0,11,16,4,8,1,2,0,0,D,-0.25,-0.04999999999999999,0.1875,19.0,1.0625,0.75,-0.18333333333333335,0.0625,34.0,1.875
164,SP1,17/12/2023,Almeria,Mallorca,0,0,0,0,7,20,1,2,2,1,0,0,D,-1.375,0.02499999999999991,0.0625,4.0,1.0625,-0.375,0.09166666666666667,0.125,14.0,0.875
165,SP1,17/12/2023,Sociedad,Betis,0,0,0,0,12,12,4,3,3,4,0,0,D,0.6875,0.15416666666666667,0.0,29.0,1.8125,0.125,-0.008333333333333331,0.125,26.0,1.1875
166,SP1,17/12/2023,Las Palmas,Cadiz,1,1,1,0,7,13,2,5,1,3,0,0,D,0.0625,0.0625,0.0625,24.0,0.875,-0.625,0.04166666666666663,0.3125,13.0,0.8125
167,SP1,17/12/2023,Real Madrid,Villarreal,4,1,2,0,22,3,9,1,2,3,0,0,H,1.5,-0.10000000000000009,0.0625,39.0,2.125,-0.4375,-0.17083333333333334,0.1875,16.0,1.375
168,SP1,18/12/2023,Girona,Alaves,3,0,2,0,9,12,4,2,0,1,0,0,H,1.125,0.05833333333333335,0.0,41.0,2.375,-0.375,-0.041666666666666685,0.0625,16.0,0.875
169,SP1,19/12/2023,Vallecano,Valencia,0,1,0,0,7,8,1,3,1,5,0,1,A,-0.4117647058823529,-0.03676470588235292,0.11764705882352941,20.0,0.9411764705882353,-0.23529411764705882,0.01470588235294118,0.17647058823529413,20.0,1.0588235294117647
170,SP1,19/12/2023,Ath Madrid,Getafe,3,3,1,0,8,29,4,9,3,3,1,0,D,1.0,-0.19999999999999996,0.0625,34.0,2.0,0.058823529411764705,0.18382352941176472,0.29411764705882354,25.0,1.2352941176470589
171,SP1,19/12/2023,Granada,Sevilla,0,3,0,2,12,12,3,5,2,1,0,0,A,-1.0,0.0,0.11764705882352941,8.0,1.1764705882352942,-0.25,-0.18333333333333335,0.1875,13.0,1.25
172,SP1,20/12/2023,Barcelona,Almeria,3,2,1,1,30,10,11,5,3,3,0,0,H,0.7058823529411765,-0.044117647058823484,0.058823529411764705,35.0,1.8235294117647058,-1.2941176470588236,0.0808823529411764,0.058823529411764705,5.0,1.0
173,SP1,20/12/2023,Ath Bilbao,Las Palmas,1,0,0,0,19,5,10,1,1,3,0,0,H,0.8235294117647058,0.07352941176470584,0.11764705882352941,32.0,1.9411764705882353,0.058823529411764705,-0.003676470588235295,0.058823529411764705,25.0,0.8823529411764706
174,SP1,20/12/2023,Villarreal,Celta,3,2,2,0,12,15,8,5,2,4,0,0,H,-0.5882352941176471,-0.15073529411764708,0.17647058823529413,16.0,1.3529411764705883,-0.5294117647058824,0.09558823529411764,0.23529411764705882,13.0,0.9411764705882353
175,SP1,21/12/2023,Betis,Girona,1,1,0,1,21,12,4,4,2,2,0,0,D,0.11764705882352941,-0.00735294117647059,0.11764705882352941,27.0,1.1176470588235294,1.2352941176470589,0.11029411764705888,0.0,44.0,2.411764705882353
176,SP1,21/12/2023,Cadiz,Sociedad,0,0,0,0,10,8,2,1,3,1,0,0,D,-0.5882352941176471,0.03676470588235292,0.29411764705882354,14.0,0.8235294117647058,0.6470588235294118,-0.0404411764705882,0.0,30.0,1.7058823529411764
177,SP1,21/12/2023,Alaves,Real Madrid,0,1,0,0,8,9,2,4,3,1,0,1,A,-0.5294117647058824,-0.15441176470588236,0.058823529411764705,16.0,0.8235294117647058,1.588235294117647,0.08823529411764697,0.058823529411764705,42.0,2.235294117647059
178,SP1,21/12/2023,Mallorca,Osasuna,3,2,1,1,15,12,8,7,3,1,0,0,H,-0.35294117647058826,0.022058823529411742,0.11764705882352941,15.0,0.8235294117647058,-0.4117647058823529,0.08823529411764708,0.17647058823529413,19.0,1.1176470588235294
179,SP1,23/12/2023,Ath Madrid,Sevilla,1,0,0,0,12,8,4,2,7,3,1,0,H,0.9411764705882353,-0.05882352941176472,0.11764705882352941,35.0,2.0588235294117645,-0.058823529411764705,0.19117647058823528,0.17647058823529413,16.0,1.3529411764705883
180,SP1,02/01/2024,Getafe,Vallecano,0,2,0,1,5,12,0,8,6,3,2,0,A,0.05555555555555555,-0.0032679738562091526,0.2777777777777778,26.0,1.3333333333333333,-0.4444444444444444,-0.0326797385620915,0.1111111111111111,20.0,0.8888888888888888
181,SP1,02/01/2024,Sociedad,Alaves,1,1,0,0,16,7,6,2,4,4,1,0,D,0.6111111111111112,-0.03594771241830064,0.0,31.0,1.6111111111111112,-0.5555555555555556,-0.02614379084967322,0.05555555555555555,16.0,0.7777777777777778
182,SP1,02/01/2024,Valencia,Villarreal,3,1,2,0,11,8,8,4,2,5,0,0,H,-0.16666666666666666,0.06862745098039216,0.2222222222222222,23.0,1.0555555555555556,-0.5,0.08823529411764708,0.16666666666666666,19.0,1.4444444444444444
183,SP1,03/01/2024,Granada,Cadiz,2,0,1,0,15,15,8,2,3,4,0,1,H,-1.1111111111111112,-0.11111111111111116,0.1111111111111111,8.0,1.1111111111111112,-0.5555555555555556,0.0326797385620915,0.2777777777777778,15.0,0.7777777777777778
184,SP1,03/01/2024,Celta,Betis,2,1,1,1,19,14,6,3,0,2,0,0,H,-0.5555555555555556,-0.02614379084967322,0.2222222222222222,13.0,1.0,0.1111111111111111,-0.006535947712418305,0.1111111111111111,28.0,1.1111111111111112
185,SP1,03/01/2024,Real Madrid,Mallorca,1,0,0,0,17,7,5,0,2,3,0,0,H,1.5555555555555556,-0.03267973856209139,0.1111111111111111,45.0,2.1666666666666665,-0.2777777777777778,0.07516339869281047,0.1111111111111111,18.0,0.9444444444444444
186,SP1,03/01/2024,Girona,Ath Madrid,4,3,3,2,17,18,9,12,0,1,0,0,H,1.1666666666666667,-0.06862745098039214,0.0,45.0,2.3333333333333335,0.9444444444444444,0.0032679738562091387,0.16666666666666666,38.0,2.0
187,SP1,04/01/2024,Osasuna,Almeria,1,0,1,0,14,4,2,0,1,2,0,0,H,-0.4444444444444444,-0.0326797385620915,0.16666666666666666,19.0,1.1666666666666667,-1.2777777777777777,0.016339869281045916,0.05555555555555555,5.0,1.0555555555555556
188,SP1,04/01/2024,Sevilla,Ath Bilbao,0,2,0,1,11,15,2,6,3,1,0,0,A,-0.1111111111111111,-0.0522875816993464,0.16666666666666666,16.0,1.2777777777777777,0.8333333333333334,0.009803921568627527,0.1111111111111111,35.0,1.8888888888888888
189,SP1,04/01/2024,Las Palmas,Barcelona,1,2,1,0,12,15,3,5,5,2,1,0,A,0.0,-0.058823529411764705,0.05555555555555555,25.0,0.8333333333333334,0.7222222222222222,0.016339869281045694,0.05555555555555555,38.0,1.8888888888888888
190,SP1,12/01/2024,Sevilla,Alaves,2,3,0,2,19,16,4,8,4,3,0,0,A,-0.21052631578947367,-0.09941520467836257,0.15789473684210525,16.0,1.2105263157894737,-0.5263157894736842,0.0292397660818714,0.05263157894736842,17.0,0.7894736842105263
191,SP1,13/01/2024,Las Palmas,Villarreal,3,0,1,0,8,17,3,3,4,3,0,0,H,-0.05263157894736842,-0.05263157894736842,0.10526315789473684,25.0,0.8421052631578947,-0.5789473684210527,-0.07894736842105265,0.15789473684210525,19.0,1.4210526315789473
192,SP1,13/01/2024,Mallorca,Celta,1,1,1,1,17,6,6,2,4,1,0,0,D,-0.3157894736842105,-0.03801169590643272,0.10526315789473684,18.0,0.8947368421052632,-0.47368421052631576,0.08187134502923982,0.21052631578947367,16.0,1.0526315789473684
193,SP1,13/01/2024,Ath Bilbao,Sociedad,2,1,2,0,10,9,3,1,1,4,0,0,H,0.8947368421052632,0.06140350877192979,0.10526315789473684,38.0,1.894736842105263,0.5789473684210527,-0.032163742690058506,0.05263157894736842,32.0,1.5789473684210527
194,SP1,13/01/2024,Betis,Granada,1,0,0,0,25,6,6,2,3,4,0,0,H,0.05263157894736842,-0.05847953216374269,0.10526315789473684,28.0,1.105263157894737,-0.9473684210526315,0.16374269005847963,0.10526315789473684,11.0,1.1578947368421053
195,SP1,14/01/2024,Almeria,Girona,0,0,0,0,20,5,3,1,4,4,0,1,D,-1.263157894736842,0.014619883040935644,0.05263157894736842,5.0,1.0,1.1578947368421053,-0.00877192982456143,0.0,48.0,2.4210526315789473
196,SP1,14/01/2024,Cadiz,Valencia,1,4,1,1,10,9,2,5,4,2,0,0,A,-0.631578947368421,-0.07602339181286544,0.3157894736842105,15.0,0.7368421052631579,-0.05263157894736842,0.11403508771929824,0.21052631578947367,26.0,1.1578947368421053
197,SP1,19/01/2024,Alaves,Cadiz,1,0,0,0,13,9,3,1,0,4,0,0,H,-0.45,0.07631578947368417,0.05,20.0,0.9,-0.75,-0.11842105263157898,0.3,15.0,0.75
198,SP1,20/01/2024,Vallecano,Las Palmas,0,2,0,1,16,10,3,5,3,1,1,0,A,-0.3157894736842105,0.1286549707602339,0.10526315789473684,23.0,0.9473684210526315,0.1,0.15263157894736842,0.1,28.0,0.95
199,SP1,20/01/2024,Villarreal,Mallorca,1,1,1,0,18,8,5,2,2,2,1,0,D,-0.7,-0.1210526315789473,0.15,19.0,1.35,-0.3,0.01578947368421052,0.1,19.0,0.9
200,SP1,20/01/2024,Valencia,Ath Bilbao,1,0,0,0,6,6,1,3,0,3,0,0,H,0.1,0.15263157894736842,0.2,29.0,1.3,0.9,0.0052631578947368585,0.1,41.0,1.9
201,SP1,20/01/2024,Celta,Sociedad,0,1,0,1,6,6,2,2,1,2,0,0,A,-0.45,0.023684210526315752,0.2,17.0,1.05,0.5,-0.07894736842105265,0.05,32.0,1.55
